name,link,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Prosecco Extra Dry Conegliano Valdobbiadene DOCG Colvendra,https://www.wina.pl/wina-musujace/1720-prosecco-extra-dry-conegliano-valdobbiadene-docg-colvendra.html,125.0,Włochy,Veneto,Prosecco di Conegliano-Valdobbiadene DOC,,,0.75,11.5,8,,,półwytrawne,średnie,,False,False,,Prosecco
Prugnolo Rosso di Montepulciano Boscarelli,https://www.wina.pl/wina-czerwone-wytrawne/2823-prugnolo-rosso-di-montepulciano-boscarelli.html,108.0,Włochy,Toskania,Rosso di Montepulciano DOC,Boscarelli,2020.0,0.75,14.0,16,czerwone,,wytrawne,średnie,,False,False,,"Sangiovese, Mammolo"
Purato Siccari Rosso Terre Siciliane IGP,https://www.wina.pl/wina-czerwone-wytrawne/4532-purato-siccari-rosso-terre-siciliane-igp.html,58.0,Włochy,Sycylia,Terre Siciliane IGT,Santa Teresa,2021.0,0.75,14.0,16,czerwone,,wytrawne,pełne,,True,True,,"Nero d'Avola, Syrah"
Quinta da Alorna Alvarinho · Viogner Reserva Tejo DOC,https://www.wina.pl/wina-biale-wytrawne/3818-quinta-da-alorna-alvarinho-viogner-reserva-tejo-doc.html,73.0,Portugalia,,Tejo DOC,,2020.0,0.75,12.5,10,białe,,wytrawne,średnie,,False,False,,"Viognier, Albarino"
Quinta da Alorna Arinto · Chardonay Reserva Tejo DOC,https://www.wina.pl/wina-biale-wytrawne/3819-quinta-da-alorna-arinto-chardonay-reserva-tejo-doc.html,73.0,Portugalia,,Tejo DOC,,2020.0,0.75,12.5,10,białe,,wytrawne,średnie,,False,False,,"Arinto, Chardonnay"
Quinta da Alorna Fernão Pires Tejo DOC,https://www.wina.pl/wina-biale-wytrawne/3821-quinta-da-alorna-fernao-pires-tejo-doc.html,53.0,Portugalia,,Tejo DOC,,2021.0,0.75,11.0,10,białe,,wytrawne,średnie,,False,False,,Fernao Pires
Quinta da Alorna LUTRA Branco Tejo VR,https://www.wina.pl/wina-biale-wytrawne/3817-quinta-da-alorna-lutra-branco-tejo-vr.html,42.0,Portugalia,,Vinho Regional Tejo,,2020.0,0.75,12.0,16,białe,,wytrawne,średnie,,False,False,,
Quinta da Alorna LUTRA Tinto Tejo VR,https://www.wina.pl/wina-czerwone-wytrawne/3816-quinta-da-alorna-lutra-tinto-tejo-vr.html,39.0,Portugalia,,Vinho Regional Tejo,,2020.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,False,,
Quinta da Alorna Touriga Nacional · Cabernet Sauvignon Reserva Tejo DOC,https://www.wina.pl/wina-czerwone-wytrawne/3820-quinta-da-alorna-touriga-nacional-cabernet-sauvignon-reserva-tejo-doc.html,93.0,Portugalia,,Tejo DOC,,2018.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,,"Arinto, Touriga Nacional"
Quinta da Alorna Verdelho Tejo DOC,https://www.wina.pl/wina-biale-wytrawne/3822-quinta-da-alorna-verdelho-tejo-doc.html,54.0,Portugalia,,Tejo DOC,,2021.0,0.75,12.0,10,białe,,wytrawne,średnie,,False,False,,Verdelho
Quinta Das Cerejeiras Grande Reserva Tinto Sanguinhal,https://www.wina.pl/wina-czerwone-wytrawne/1825-quinta-das-cerejeiras-grande-reserva-tinto-sanguinhal.html,149.0,Portugalia,,Obidos AOC,Sanguinhal,2017.0,0.75,13.5,18,,,wytrawne,pełne,,False,False,,Touriga Nacional
Quinta de S. Francisco Sanguinhal,https://www.wina.pl/wina-czerwone-wytrawne/1017-quinta-de-s-francisco-sanguinhal.html,65.0,Portugalia,Estremadura,Obidos AOC,Sanguinhal,2019.0,0.75,13.5,18,czerwone,,wytrawne,pełne,AWC Vienna Silver,False,False,,Aragonez
Quinta de S. Francisco Sanguinhal Branco,https://www.wina.pl/wina-biale-wytrawne/2955-quinta-de-s-francisco-sanguinhal-branco.html,65.0,Portugalia,Estremadura,Obidos AOC,Sanguinhal,2022.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,False,,"Fernao Pires, Arinto, Vital"
Rabl Gelber Muskateller Langenlois,https://www.wina.pl/wina-biale-wytrawne/2442-rabl-gelber-muskateller-langenlois.html,86.0,Austria,,,Rudolf Rabl,2020.0,0.75,,,białe,,wytrawne,,,False,False,,Muscat
Radikon Merlot,https://www.wina.pl/naturalne/3067-radikon-merlot.html,589.0,Włochy,Friuli,Venezia Gulia IGT,Radikon,,1.0,15.0,16,czerwone,,wytrawne,średnie,,True,True,,Merlot
Radikon Pignoli Rosso delle Venezie IGT,https://www.wina.pl/naturalne/3070-radikon-pignoli-rosso-delle-venezie-igt.html,519.0,Włochy,Friuli,Venezia Gulia IGT,Radikon,2010.0,1.0,,15,czerwone,,wytrawne,średnie,,True,True,,Pignolo
Radikon RS Rosso delle Venezie IGT,https://www.wina.pl/naturalne/3071-radikon-rs-rosso-delle-venezie-igt.html,249.0,Włochy,Friuli,Venezia Gulia IGT,Radikon,2021.0,0.75,,15,czerwone,,wytrawne,lekkie,,True,True,,"Pignolo, Merlot"
Radość - Winnica na Dziole,https://www.wina.pl/biale/2773-radosc-winnica-na-dziole.html,72.0,POLSKA,Małopolska,,Winnica Na Dziole,2022.0,0.75,12.5,10-12,białe,,wytrawne,średnie,,False,False,,Johanniter
Rafa Bernabé Musikanto Rosato Alicante DO,https://www.wina.pl/naturalne/3472-rafa-bernabe-musikanto-rosato-alicante-do.html,114.0,Hiszpania,Walencja,Alicante DO,,2016.0,0.75,14.5,16,różowe,,wytrawne,średnie,,True,True,91.0,Garnacha Peluda
Rafael Palacios Louro do Bolo Valdeorras DO,https://www.wina.pl/organiczne/3995-rafael-palacios-louro-do-bolo-valdeorras-do.html,129.0,Hiszpania,Galicja,Valdeorras DO,,2021.0,0.75,13.5,8-10,białe,,wytrawne,średnie,,False,True,93.0,Godello
Raimat Brut Nature Chardonnay / Xarello,https://www.wina.pl/wina/2246-raimat-brut-nature-chardonnay-xarello.html,64.0,Hiszpania,Katalonia,Cava DO,Codorníu Group,,0.75,,,,,wytrawne,,,False,False,,
Raisin Winnica Płochockich,https://www.wina.pl/biale/1919-raisin-winnica-plochockich.html,129.0,POLSKA,Sandomierskie,,Winnica Płochockich,2021.0,0.5,9.0,10,białe,,słodkie,pełne,,False,False,,Hibernal
Ramos Pinto Duas Quintas Douro DOC,https://www.wina.pl/wina-czerwone-wytrawne/3580-ramos-pinto-duas-quintas-douro-doc.html,99.0,Portugalia,Douro,Douro DOC,,2015.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,Mundus Vini Gold,False,False,,"Tinta Roriz, Touriga Nacional, Touriga Francesa"
Ratzelhaft Weiss Mosel Riesling Fio Weine,https://www.wina.pl/naturalne/3094-ratzelhaft-weiss-mosel-riesling-fio-weine.html,92.0,Niemcy,Mozela-Saara-Ruwer,Mosel QbA,Fio Weine,2020.0,0.75,12.0,11,białe,,wytrawne,średnie,,False,True,,Riesling
Raventós i Blanc De La Finca Conca del Riu Anoia,https://www.wina.pl/naturalne/4035-raventos-i-blanc-de-la-finca-conca-del-riu-anoia.html,165.0,Hiszpania,Katalonia,,,2017.0,0.75,12.5,8,,musujące,wytrawne,pełne,,True,True,91.0,"Xarel.lo, Parellada, Macabeo"
Raventós i Blanc de Nit Conca del Riu Anoia,https://www.wina.pl/naturalne/4036-raventos-i-blanc-de-nit-conca-del-riu-anoia.html,126.0,Hiszpania,Katalonia,,,2020.0,0.75,12.5,8,różowe,musujące,wytrawne,średnie,,True,True,93.0,"Macabeo, Monastrell, Xarel.lo, Parellada"
Real Tesoro Pedro Ximenez,https://www.wina.pl/biale/1951-real-tesoro-pedro-ximenez.html,75.0,Hiszpania,Jerez,Jerez-Xeres-Sherry,Marqués Del Real Tesoro,,0.75,17.0,12-14,,sherry,słodkie,średnie,,False,False,,Pedro Ximenes
Recanati French Blend Górna Galilea,https://www.wina.pl/wina-biale-polwytrawne/3855-recanati-french-blend-gorna-galilea.html,109.0,Izrael,Galilea,,Recanati,2021.0,0.75,11.0,10,białe,,półwytrawne,średnie,,True,False,,"Muscat, Sauvignon Blanc, Colombard"
Recanati Marawi Judean Hills,https://www.wina.pl/wina-biale-wytrawne/3856-recanati-marawi-judean-hills.html,195.0,Izrael,Galilea,,Recanati,2020.0,0.75,11.0,10,białe,,wytrawne,średnie,,True,False,90.0,Marawi
Redoma Branco Niepoort,https://www.wina.pl/wina-biale-wytrawne/2540-redoma-branco-niepoort.html,135.0,Portugalia,Douro,Douro DOC,Niepoort,2017.0,0.75,13.0,11,białe,,wytrawne,pełne,,False,False,,"Viosinho, Codega, Ribagato"
Redoma Tinto Niepoort,https://www.wina.pl/wina-czerwone-wytrawne/2541-redoma-tinto-niepoort.html,219.0,Portugalia,Douro,Douro DOC,Niepoort,2017.0,0.75,12.5,18,czerwone,,wytrawne,pełne,,True,False,,Tinta Amarela
Rege Winnica Płochockich,https://www.wina.pl/wina-czerwone-wytrawne/1792-rege-winnica-plochockich.html,109.0,POLSKA,Sandomierskie,,Winnica Płochockich,2019.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,False,False,,"Marechal Foch, Regent"
Remelluri Lindes de Remelluri Viñedos de Labastida Rioja DO,https://www.wina.pl/organiczne/3972-remelluri-lindes-de-remelluri-vinedos-de-labastida-rioja-do.html,119.0,Hiszpania,Rioja,Rioja DOC,,2019.0,0.75,14.0,16,czerwone,,wytrawne,pełne,,False,True,93.0,"Garnacha, Graciano, Tempranillo, Viura"
Remelluri Lindes de Remelluri Viñedos de San Vicente de la Sonsierra Rioja DOC,https://www.wina.pl/organiczne/3971-remelluri-lindes-de-remelluri-vinedos-de-san-vicente-de-la-sonsierra-rioja-doc.html,119.0,Hiszpania,Rioja,Rioja DOC,,2019.0,0.75,14.0,16,czerwone,,wytrawne,średnie,,False,True,93.0,"Garnacha, Tempranillo, Graciano"
Remelluri Reserva Rioja DOC,https://www.wina.pl/organiczne/3973-remelluri-reserva-rioja-doc.html,199.0,Hiszpania,Rioja,Rioja DOC,,2015.0,0.75,14.0,16-18,czerwone,,wytrawne,pełne,,False,True,94.0,"Garnacha, Tempranillo, Graciano"
Reseca Etna Rosso DOC Gulfi,https://www.wina.pl/wina-czerwone-wytrawne/2758-reseca-etna-rosso-doc-gulfi.html,215.0,Włochy,Sycylia,Etna Rosso DOC,Gulfi,2015.0,0.75,13.5,18,czerwone,,wytrawne,średnie,,False,True,,Nerello Mascalese
Reveille Pointe Rouge Cotes Du Roussillon AOP,https://www.wina.pl/wina-czerwone-wytrawne/3077-reveille-pointe-rouge-cotes-du-roussillon-aop.html,139.0,Francja,Roussillon,Cotes du Roussillon AOC,Vignoble Réveille,2019.0,0.75,14.5,,czerwone,,wytrawne,średnie,,False,True,,"Grenache, Carignan"
Reveille Ultra Violet Cotes Du Roussillon AOP,https://www.wina.pl/wina-czerwone-wytrawne/3076-reveille-ultra-violet-cotes-du-roussillon-aop.html,147.0,Francja,Roussillon,Cotes du Roussillon AOC,Vignoble Réveille,2020.0,0.75,14.0,,czerwone,,wytrawne,średnie,,False,True,,Syrah
Ribolla Gialla Dario Princic,https://www.wina.pl/naturalne/2544-ribolla-gialla-dario-princic.html,239.0,Włochy,Friuli,Venezia Gulia IGT,Princic Dario,2018.0,0.75,13.0,15,białe,,wytrawne,średnie,,True,True,,Ribolla Gialla
Ricasoli Albia Bianco Toscana IGT,https://www.wina.pl/wina-biale-wytrawne/3827-ricasoli-albia-bianco-toscana-igt.html,69.0,Włochy,Toskania,Toscana IGT,,2021.0,0.75,14.0,10-12,białe,,wytrawne,średnie,,False,False,,"Chardonnay, Sauvignon Blanc, Malvasia Bianca"
Ricasoli Albia Rosé Toscana IGT,https://www.wina.pl/rozowe/3828-ricasoli-albia-rose-toscana-igt.html,69.0,Włochy,Toskania,Toscana IGT,,2021.0,0.75,13.0,10-12,różowe,,wytrawne,średnie,,False,False,,"Merlot, Sangiovese"
Ricasoli Antico Feudo della Trappola Toscana IGT,https://www.wina.pl/wina-czerwone-wytrawne/3825-ricasoli-antico-feudo-della-trappola-toscana-igt.html,74.0,Włochy,Toskania,Toscana IGT,,2020.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,False,92.0,"Cabernet Sauvignon, Sangiovese, Merlot"
Ricasoli Brolio Chianti Classico DOCG,https://www.wina.pl/wina-czerwone-wytrawne/3823-ricasoli-brolio-chianti-classico-docg.html,106.0,Włochy,Toskania,Chianti Classico DOCG,,2020.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,False,92.0,"Colorino, Sangiovese"
Ricasoli Brolio Riserva Chianti Classico DOCG,https://www.wina.pl/wina-czerwone-wytrawne/3824-ricasoli-brolio-riserva-chianti-classico-docg.html,179.0,Włochy,Toskania,Chianti Classico DOCG,,2019.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,Decanter Gold,False,False,,Sangiovese
Ricasoli Rocca Guicciarda Riserva Chianti Classico DOCG,https://www.wina.pl/wina-czerwone-wytrawne/3829-ricasoli-rocca-guicciarda-riserva-chianti-classico-docg.html,129.0,Włochy,Toskania,Chianti Classico DOCG,,2019.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,92.0,"Merlot, Sangiovese"
Ricasoli Torricella Bianco Toscana IGT,https://www.wina.pl/wina-biale-wytrawne/3826-ricasoli-torricella-bianco-toscana-igt.html,129.0,Włochy,Toskania,Toscana IGT,,2019.0,0.75,14.0,10-12,białe,,wytrawne,średnie,,False,False,90.5,Chardonnay
Riesling Gostart Winnica Gostchorze,https://www.wina.pl/wina/2581-riesling-gostart-winnica-gostchorze.html,119.0,POLSKA,Dolny Śląsk,,Winnica Gostchorze,2021.0,0.75,12.5,8-10,,musujące,wytrawne,średnie,,False,False,,Riesling
Riesling Kamptal Gobelsburg,https://www.wina.pl/wina-biale-wytrawne/2754-riesling-kamptal-gobelsburg.html,111.0,Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,2021.0,0.75,12.5,,białe,,wytrawne,średnie,,False,False,,Riesling
Riesling Ried Gaisberg Erste Lage Schloss Gobelsburg,https://www.wina.pl/wina-biale-wytrawne/128-riesling-ried-gaisberg-erste-lage-schloss-gobelsburg.html,185.0,Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,2020.0,0.75,13.5,10,białe,,wytrawne,średnie,,False,False,,Riesling
Riesling Steinterrassen Weingut Stadt Krems Kremstal DAC,https://www.wina.pl/wina-biale-wytrawne/2991-riesling-steinterrassen-weingut-stadt-krems-kremstal-dac.html,129.0,Austria,Kremstal,Kremstal DAC,Weingut Stadt Krems,2018.0,0.75,,,białe,,wytrawne,,,False,False,90.0,Riesling
Riesling Szumiący Winnica Wieliczka,https://www.wina.pl/wina-musujace/2939-riesling-szumiacy-winnica-wieliczka.html,149.0,POLSKA,Małopolska,,,2021.0,0.75,,12,białe,,wytrawne,,,False,False,,Riesling
Riesling Winnica Gródek,https://www.wina.pl/biale/3113-riesling-winnica-grodek.html,109.0,POLSKA,Małopolska,,Winnica Gródek,2022.0,0.75,12.0,10-12,białe,,półwytrawne,,,False,False,,Riesling
Riesling Winnica Turnau,https://www.wina.pl/wina-biale-wytrawne/2531-riesling-winnica-turnau.html,135.0,POLSKA,,,Winnica Turnau,2021.0,0.75,12.0,12,białe,,wytrawne,średnie,,False,False,,Riesling
Riesling Zeltinger Sonnenuhr Spätlese Selbach,https://www.wina.pl/biale/1276-riesling-zeltinger-sonnenuhr-spatlese-selbach.html,135.0,Niemcy,Mozela-Saara-Ruwer,Mosel QmP,Selbach Oster,2019.0,0.75,9.5,10,białe,,słodkie,średnie,,False,False,,Riesling
Rioja Blanco El Coto,https://www.wina.pl/wina-biale-wytrawne/1409-rioja-blanco-el-coto.html,54.0,Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,2022.0,0.75,12.0,11,białe,,wytrawne,średnie,,False,False,,Viura
Rioja Coto Mayor Crianza,https://www.wina.pl/wina-czerwone-wytrawne/2920-rioja-coto-mayor-crianza.html,79.0,Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,2018.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,False,False,,
Rioja El Coto Crianza,https://www.wina.pl/wina-czerwone-wytrawne/1410-rioja-el-coto-crianza.html,83.0,Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,2019.0,0.75,13.5,16,czerwone,,wytrawne,średnie,Mundus Vini Gold,False,False,,
Rioja Gran Reserva Coto de Imaz,https://www.wina.pl/wina-czerwone-wytrawne/1411-rioja-gran-reserva-coto-de-imaz.html,189.0,Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,2015.0,0.75,13.5,18,czerwone,,wytrawne,średnie,,False,False,,"Graciano, Tempranillo"
Rioja Reserva El Coto de Imaz,https://www.wina.pl/wina-czerwone-wytrawne/1407-rioja-reserva-el-coto-de-imaz.html,119.0,Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,2018.0,0.75,14.0,18,czerwone,,wytrawne,średnie,Mundus Vini Gold,False,False,,Tempranillo
Ritme Negre Priorat DOQ,https://www.wina.pl/organiczne/3281-ritme-negre-priorat-doq.html,125.0,Hiszpania,Katalonia,Priorat DOQ,,2019.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,,True,True,,"Garnacha, Carignano/Carignan"
Ritme Plaer Priorat DOQ,https://www.wina.pl/organiczne/3282-ritme-plaer-priorat-doq.html,208.0,Hiszpania,Katalonia,Priorat DOQ,,2020.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,,True,True,90.0,"Garnacha, Carignano/Carignan"
Rodney Strong Cabernet Sauvignon Alexander Valley AVA,https://www.wina.pl/wina-czerwone-wytrawne/3617-rodney-strong-cabernet-sauvignon-alexander-valley-ava.html,179.0,USA,Kalifornia,Alexander Valley AVA,,2018.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,False,False,93.0,"Malbec, Syrah, Cabernet Sauvignon, Merlot"
Rodney Strong Cabernet Sauvignon Sonoma County AVA,https://www.wina.pl/wina-czerwone-wytrawne/3618-rodney-strong-cabernet-sauvignon-sonoma-county-ava.html,129.0,USA,Kalifornia,Sonoma County AVA,,2016.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Cabernet Sauvignon
Rodney Strong Chardonnay Chalk Hill AVA,https://www.wina.pl/wina-biale-wytrawne/3619-rodney-strong-chardonnay-chalk-hill-ava.html,135.0,USA,Kalifornia,Chalk Hill AVA,,2018.0,0.75,13.5,12,białe,,wytrawne,pełne,,False,False,93.0,Chardonnay
Rodney Strong Chardonnay Sonoma Valley AVA,https://www.wina.pl/wina-biale-wytrawne/3620-rodney-strong-chardonnay-sonoma-valley-ava.html,115.0,USA,Kalifornia,Sonoma Valley AVA,,2019.0,0.75,13.5,12,białe,,wytrawne,średnie,,False,False,90.0,Chardonnay
Rodney Strong Merlot Northern Sonoma AVA,https://www.wina.pl/wina-czerwone-wytrawne/3623-rodney-strong-merlot-northern-sonoma-ava.html,125.0,USA,Kalifornia,Sonoma County AVA,,2017.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Merlot
Rodney Strong Old Vines Zinfandel Northern Sonoma AVA,https://www.wina.pl/wina-czerwone-wytrawne/3621-rodney-strong-old-vines-zinfandel-northern-sonoma-ava.html,149.0,USA,Kalifornia,Northern Sonoma AVA,,2018.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,,False,False,,Zinfandel
Rodney Strong Pinot Noir Russian River AVA,https://www.wina.pl/wina-czerwone-wytrawne/3622-rodney-strong-pinot-noir-russian-river-ava.html,159.0,USA,Kalifornia,Russian River Valley AVA,,2018.0,0.75,14.5,16-18,czerwone,,wytrawne,średnie,,False,False,,Pinot Noir
Rodney Strong Reserve Cabernet Sauvignon Alexander Valley AVA,https://www.wina.pl/wina-czerwone-wytrawne/3625-rodney-strong-reserve-cabernet-sauvignon-alexander-valley-ava.html,359.0,USA,Kalifornia,Alexander Valley AVA,,2016.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,Decanter Silver,False,False,91.0,Cabernet Sauvignon
Rodney Strong Sauvignon Blanc Charlottes Sonoma County AVA,https://www.wina.pl/wina-biale-wytrawne/3624-rodney-strong-sauvignon-blanc-charlottes-sonoma-county-ava.html,115.0,USA,Kalifornia,Sonoma County AVA,,2019.0,0.75,13.5,12,białe,,wytrawne,średnie,,False,False,,Sauvignon Blanc
Rodney Strong Symmetry Alexander Valley AVA,https://www.wina.pl/wina-czerwone-wytrawne/3626-rodney-strong-symmetry-alexander-valley-ava.html,419.0,USA,Kalifornia,Alexander Valley AVA,,2016.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,,False,False,91.0,"Malbec, Cabernet Franc, Cabernet Sauvignon, Merlot, Petit Verdot"
Rondo Rose Winnica Gródek,https://www.wina.pl/wina-polwytrawne/3115-rondo-rose-winnica-grodek.html,94.0,POLSKA,Małopolska,,Winnica Gródek,2022.0,0.75,11.5,10-12,różowe,,półwytrawne,,,False,False,,Rondo
Rondo Winnica Gródek,https://www.wina.pl/wina-czerwone-wytrawne/1797-rondo-winnica-grodek.html,79.0,POLSKA,Małopolska,,Winnica Gródek,2018.0,0.75,10.0,10-12,czerwone,,wytrawne,,,False,False,,Rondo
"Roqueta Origen Blanc Mariner, Penedès DO",https://www.wina.pl/wina-biale-wytrawne/4030-roqueta-origen-blanc-mariner-penedes-do.html,47.0,Hiszpania,Katalonia,Penedes DO,,2022.0,0.75,12.0,8,białe,,wytrawne,średnie,,True,False,,"Xarel.lo, Chardonnay"
Rose Ferrari Trento DOC,https://www.wina.pl/wina/1666-rose-ferrari-trento-doc.html,259.0,Włochy,Trentino Alto Adige,Trento DOC,Ferrari,,0.75,12.5,6-10,,musujące,wytrawne,średnie,,False,False,,"Chardonnay, Pinot Noir"
Rosso Dario Princic,https://www.wina.pl/naturalne/2696-rosso-dario-princic.html,181.0,Włochy,Friuli,Venezia Gulia IGT,Princic Dario,,0.75,13.0,16,czerwone,,wytrawne,lekkie,,True,True,,"Cabernet Sauvignon, Merlot"
Rosso de Ferrari Boscarelli,https://www.wina.pl/wina-czerwone-wytrawne/2824-rosso-de-ferrari-boscarelli.html,86.0,Włochy,Toskania,Toscana IGT,Boscarelli,2019.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,False,False,,"Sangiovese, Merlot"
Rosso di Montalcino DOC Il Poggione,https://www.wina.pl/wina-czerwone-wytrawne/1551-rosso-di-montalcino-doc-il-poggione-.html,119.0,Włochy,Toskania,Rosso di Montalcino DOC,Tenuta Il Poggione,2019.0,0.75,14.0,18,czerwone,,wytrawne,średnie,,False,False,,Sangiovese
Rosso di Montepulciano Poliziano,https://www.wina.pl/wina-czerwone-wytrawne/1363-rosso-di-montepulciano-poliziano.html,99.0,Włochy,Toskania,Rosso di Montepulciano DOC,Poliziano,2021.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,False,False,,Sangiovese
Rotgipfler Auer,https://www.wina.pl/wina-biale-wytrawne/1750-rotgipfler-auer.html,69.0,Austria,Weinland,Thermenregion,Auer,2021.0,0.75,13.0,12-14,białe,,wytrawne,pełne,,False,True,90.0,Rotgipfler
Rotgipfler Premium Auer,https://www.wina.pl/wina-biale-wytrawne/2628-rotgipfler-premium-auer.html,109.0,Austria,Weinland,Thermenregion,Auer,2020.0,0.75,13.5,12-14,białe,,wytrawne,pełne,,False,True,92.0,Rotgipfler
Rotgipfler-Zierfandler Beerenauslese Auer,https://www.wina.pl/slodkie/1614-rotgipfler-zierfandler-beerenauslese-auer.html,119.0,Austria,Weinland,Thermenregion,Auer,2019.0,0.375,9.0,12-14,białe,,słodkie,pełne,,False,False,,Rotgipfler
Rótulo Branco Dão Niepoort,https://www.wina.pl/wina-biale-wytrawne/2789-rotulo-branco-dao-niepoort.html,72.0,Portugalia,Douro,Douro DOC,Niepoort,2019.0,0.75,12.0,11,białe,,wytrawne,lekkie,,True,False,,"Encruzado, Ribagato"
Rótulo Tinto Dao Niepoort,https://www.wina.pl/wina-czerwone-wytrawne/2791-dialogo-tinto-niepoort.html,72.0,Portugalia,Dão,Dao DOC,Niepoort,2017.0,0.75,13.0,15,czerwone,,wytrawne,średnie,,True,False,,"Touriga Nacional, Jaen, Alfrocheiro"
Royal Cuvee Jozsef Bock,https://www.wina.pl/wina-czerwone-wytrawne/1558-royal-cuvee-jozsef-bock-.html,135.0,Węgry,Villanyi,,József Bock,2016.0,0.75,14.0,16-18,czerwone,,wytrawne,pełne,,False,False,,Cabernet Sauvignon
Rukatac Vina Palihnić,https://www.wina.pl/wina-biale-wytrawne/4161-rukatac-vina-palihnic.html,45.0,Chorwacja,Dalmacja,Srednja i Juzna Dalmacija KZP,,2022.0,0.75,12.0,10,białe,,wytrawne,średnie,,False,False,,Rukatac
Ruth Lewandowski Feints Mendocino AVA,https://www.wina.pl/naturalne/4172-ruth-lewandowski-feints-mendocino-ava.html,229.0,USA,Kalifornia,Mendocino AVA,,2021.0,0.75,12.0,12-14,czerwone,,wytrawne,średnie,,False,True,,"Arneis, Nebbiolo, Dolcetto, Montepulciano, Barbera"
